Movie Title,Ratinng,genre,act,Plot
Piku,7.6,"Comedy, Drama","Deepika Padukone, Amitabh Bachchan, Irrfan Khan, Moushumi Chatterjee, Raghuvir Yadav, Jishu Sengupta, Balendar Singh, Swaroopa Ghosh, Sajal Bhattacharya, Rupsa Banerjee, Nutan Surya, Prerna Chawla, Aniruddha Roy Chowdhury, Bishwadeep Chatterjee, Avijit Dutt, Akshay Oberoi, Sumanto Chattopadhyay, Kumar Thakur","irritable bowel syndrome, father daughter relationship, character name in title, eccentric man, old man, knife, road trip, bicycle, nickname, constipation, delhi india, kolkata india, female protagonist, strong female lead, hypochondriac, title spoken by character"
Wake Up Sid,7.6,"Comedy, Drama, Romance","Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher, Rahul Khanna, Kashmira Shah, Namit Das, Shikha Talsania, Shruti Bapna, Krutika Bolaki, Mohsin Ali Khan, Munir Kabani, Atisha Naik, Rahul Pendkalkar, Kainaz Motivala, Asif Ali Baig, Huzefa Gadiwala, Kalki Koechlin","friend, writer, magazine, spoiled brat, realization, love, college, coming of age, nightclub, rain, monsoon, paycheck, reconciliation, drunkenness, beach, water thrown in face, jazz trio, family photo, high five, reference to snoopy, internship, washing dishes, cleaning, comic book, slob, graffiti, messy apartment, camera, egg, saxophone, scapegoating, parental disapproval, birthday, paint, office, arcade, clothes shopping, bilingual, college test, daydream, computer, asian indian, mumbai india, confused boy, photographer, first job, amateur, amateur photography, amateur photographer, dance dance revolution, workaholic, wasting time, male female relationship, scenery, photography, passion, partying, parental love, overconfidence, older woman younger man relationship, new house, neighbor, mother son relationship, montage, magazine editor, lost in thought, leaving home, lack of respect, illiteracy, hobby, getting dumped, generation gap, fulfillment, frustration, friendship, friendship gone bad, freeze frame, following a dream, father son relationship, fast motion scene, family relationships, end of friendship, dumped by girlfriend, dream, directorial debut, daydreaming, daydreamer, carelessness, carefree, budding friendship, breaking up, arrogance, age difference, naivety, immaturity, aimlessness, rich kid, laziness, irresponsibility, college friend, character name in title"
Mohabbatein,7.0,"Musical, Drama, Romance","Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj, Jimmy Shergill, Shamita Shetty, Preeti Jhangiani, Kim Sharma, Aishwarya Rai Bachchan, Anupam Kher, Archana Puran Singh, Saurabh Shukla, Helen, Amrish Puri, Shefali Shah, Raman Lamba, Parzaan Dastur, Ram Mohan","bollywood musical, love, student, music teacher, suicide, principal, love at first sight, ghost, flashback, widow, violin, tradition, traditionalism, tradition versus modernity, teacher student relationship, swimming pool, stubbornness, speech, sikh, roommate, punjabi music, principal's office, piano, philosophy, melodrama, loss of lover, kiss, holi, friendship, free thinking, forbidden love, father dislikes daughter's boyfriend, father daughter relationship, dawn, dancing, dance party, courtship, courage, contract, comic relief, childhood sweetheart, bhangra, atheist, argument, anti conformity, fear, university"
Delhi Belly,7.5,"Action, Comedy, Crime","Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury, Poorna Jagannathan, Kim Bodnia, Paresh Ganatra, Vijay Raaz, Satindir Anand, Dipti Avlani, Manoj Bakshi, Krishna Bansal, Dhaval Barbhaya, Divya Bhatia, Zeena Bhatia, Nikita Bhatt, Renuka Bondre, V.K. Chanana","neo screwball comedy, gangster, blackmail, reference to the mill on the floss the novel, erection, simulated sex, hotel lobby, hotel room, hotel, gangster boss, police officer, foot chase, interrupted hanging, hanging, polaroid camera, polaroid photograph, incriminating photograph, photograph, kissing, cartoonist, wad of cash, cash, dance lesson, dance, ceiling collapse, russian, diamond smuggler, diamond, burqa, orange juice, bucket, shaved head, family dinner, starlet, photographer, photojournalist, car damage, driving a car, hit by a car, car, suspected lesbian, face slap, flight attendant, airport, kathak, diarrhea, shot in the head, car chase, chase, diamonds, scatological humor, sex, cunnilingus, flatulence, black comedy, city name in title"
Dil Se..,7.5,"Drama, Romance","Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav, Sabyasachi Chakrabarty, Piyush Mishra, Krishnakant, Aditya Srivastav, Ken Philip, Sanjay Mishra, Mita Vashisht, Arundhati Rao, Malaika Arora, Gautam Bora, Manjit Bawa, Zohra Sehgal, B.M. Shah, Gajraj Rao","eating burger, vehicle breakdown, cell phone, recorder, dance on film, true love, powerful ending, crying man, woman in a bath, love, radio, train, interview, delhi, terrorism, search, railway station, parade, obsession, ladakh, journey, chase, bus, suicide, beating, engagement, voyeur, virgin, truth serum, trauma, tragic event, terrorist, terrorist plot, terrorist base, temporary job, symbolism, suspicion, suspected terrorist, surrealism, suicide pill, sufism, stalking, stalker, song, sensuality, self sacrifice, sacrifice, running, rape, radio station, radio program, radio producer, radio journalist, radio broadcasting, obsessive love, oath, monastery, metaphor, love at first sight, leh india, jungle, indoctrination, himalayas, forbidden love, flashback, fight, female terrorist, explosion, exotic locale, escape, erotica, doomed love, cyanide pill, childhood trauma, child rape, child abuse, brainwashing, bomb, bomb explosion, attempted murder, atrocity, arrest, arranged marriage, cbi, unrequited love, tibet, obstinacy, violence, cyanide, police, suicide bomber, radio reporter, title spoken by character"
Aashiqui 2,7.0,"Drama, Music, Musical","Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya, Mukesh Agrohari, Parthaa Akerkar, Chitrak Bandyopadhyay, Ashish Bhatt, Gagan Gupta, Bugs Bhargava Krishna, Shanu Kumar, Shubhangi Latkar, Soumyajit Majumdar, Nickk, Milind Pathak, Shekhar Shukla, Somendra Solanki, Mahesh Thakur","singer, bollywood musical"
Padmaavat,7.0,"Drama, History, Romance","Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari, Jim Sarbh, Anupriya Goenka, Raza Murad, Ujjwal Chopra, Komal Chhabria, Lankesh Bhardwaj, Bhawani Muzamil, Hriiday Malhotra, Deepak Shreemali, Manish Wadhwa, Gulshan Walia, Chintoo Singh Vasir, Gopal Thakur, Sharhaan Singh","one word title, afghanistan, 13th century, ostrich, gift, face slap, marriage, bow and arrow, king, queen, fortress, mongol, battle, sultan, stabbed in the back, holi, siege, fire, sword, playing chess, army, elephant, blood, catapult, obsession, honor, self immolation, indian history, reference to allah, reference to alexander the great, birdcage, rajput, delhi sultanate, timeframe 13th century, swing, swinging, poisoned"
Baazigar,7.6,"Crime, Drama, Musical","Shah Rukh Khan, Kajol, Dalip Tahil, Rakhee Gulzar, Shilpa Shetty Kundra, Siddharth, Johny Lever, Anant Mahadevan, Daboo Malik, Dinesh Hingoo, Adi Irani, Resham Tipnis, Amrit Patel, Sumeet Pathak, Manmauji, Harpal Singh Pali, Sharad Sankla, Raju Srivastava","pushed from a rooftop, vengeance, murder disguised as suicide, flipping a coin, investigation, death of sister, anti hero, revenge, local blockbuster, face smashed against a mirror, falling to death, man wears eyeglasses, tragic event, woman slaps a man, woman wears a swimsuit, crying, stabbing, man wrapped in a towel, jeweler, jewelry store, villain as protagonist, belting, character repeats someone else's dialogue, choking to death, tycoon, murder, friend, car race, car, love, suicide note, mother son relationship, broken arm, breaking someone's arm, abuse of power, bathroom sink, stupidity, bleeding, brawl, butler, coincidence, double impalement, birthday party, dying man, biker, engagement party, bumbling, office, vertigo, false teeth, forgetfulness, comic relief, funeral meeting, hostel, library, hammering a nail, talking to oneself in a mirror, swivel chair, switchblade, thrown through a windshield, evil laugh, neck breaking, kicked in the head, shot in the shoulder, memory, funeral, heart attack, fever, hand cart, umbrella, old friend, loss of husband, poetic justice, punched in the face, father slaps his daughter, tea, trauma, cremation, stabbed in the stomach, impalement, swimming pool, blood splatter, power of attorney, riches to rags, face slap, hatred, tearing up a photograph, hanged man, marriage registrar office, reckless driving, reference to charlie chaplin, romantic fantasy, beaten with a belt, chair, choke hold, dying in someone's arms, necklace, poverty, portrait, love at first sight, loss of daughter, laughing, horseman, hitchhiking, holi, garden, girl, villain, unrequited love, sister sister relationship, secret, death of husband, apology, bald man, ambition, famous line, fear of heights, bedroom, doctor, servant, beach, song, singer, disposing of a dead body, fight, dog, marriage proposal, flashback, rooftop, impersonation, boy, anger, deception, father daughter relationship, nightclub, bathroom, cameo appearance, businessman, mansion, dancing, rain, grief, nightmare, evil man, hotel room, wealth, police station, suitcase, typewriter, fake suicide note, boyfriend girlfriend relationship, telephone call, kitchen, chase, knife, gun, strangulation, stabbed to death, photograph, beating, motorcycle, hotel, police officer, tough guy, pushed off a building, industrialist, obsession, pushed from height, coin flipping in the air, dream song, traitor, loss of sister, loss of home, loss of father, impostor, falling from height, engagement, embezzlement, betrayal, fragments of glass, larceny, blood, contact lens, showdown, false identity, charlie chaplin look alike, violence, death of son, death of father, title spoken by character"
Udta Punjab,7.7,"Crime, Drama","Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh, Satish Kaushik, Manav Vij, Vansh Bhardwaj, Suhail Nayyar, Prabhjyot Singh, Rajesh Kumar Sharma, Kamal Tiwari, Mahabir Bhullar, Suvinder Vicky, Dilawar Sidhu, Lovely Sidhu, Vishu Sharma, Harpreet Singh, Gurpreet Toti","drugs, punjabi, police, drug addiction, punjab, rock star, doctor, escape out window, cocaine, stabbing, stabbing a woman, india, vomiting, matricide, poison, ambiguous ending, sea, beach, fight, shot in the chest, shot in the head, rifle, dog, death, blood, stabbed in the neck, mafia, bicycle, escape out a window, exit through window, guitar playing, playing guitar, guitar, swimming pool, underwater scene, face slap, syringe, crying, escape, bus, drug overdose, hospital, weighing, sunglasses, tv news, bare chested male, toilet, birthday party, surprise birthday party, birthday surprise, birthday, government, singer, profanity, state name in title, migrant worker, drug addict, sikh, snorting cocaine, motorcycle"
Sarfarosh,8.1,"Action, Drama, Thriller","Aamir Khan, Naseeruddin Shah, Sonali Bendre, Mukesh Rishi, Akash Khurana, Smita Jaykar, Sukanya Kulkarni, Ahmed Khan, Pradeep Singh Rawat, Makrand Deshpande, Shri Vallabh Vyas, Rajesh Joshi, Ali Khan, Upasna Singh, Salim Shah, Manoj Joshi, Ramesh Goyal, Khodus Wadia","police, terrorist, face smashed against a mirror, singer, terrorism, police officer, pakistan, die hard scenario, waterfall, shot in the leg, shootout, pistol, nightclub, mute, muslim, murder, mosque, loss of brother, lipstick, islam, informant, indian pakistani, hospital, hooker, honesty, goat, duty, double cross, diplomat, diplomatic immunity, desert, cruelty, car chase, camel, border crossing, birthday, birthday party, attempted murder, airport, accident, jungle"
Kaabil,7.1,"Action, Crime, Drama","Hrithik Roshan, Abhinay Raj Singh, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon, Nithish, Asif Ali Baig, Shaji Chaudhary, Khalid El Bargoni, Helena Fonseca, Md Rafsan Jamil, Palvi Jaswal, Abhishek Madrecha, Akhilendra Mishra","rape and revenge, revenge, rape, mumbai india, india, blind woman, camera shot of a woman's feet in high heels, blind man, murder, blind hero, loss of loved one, love, tango, pianist, blindness, politician, corrupt cop, police corruption, explosion"
Gully Boy,7.9,"Drama, Music, Romance","Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi, Vijay Raaz, Amruta Subhash, Jyoti Subhash, Vijay Varma, Kalki Koechlin, Ikhlaque Khan, Sheeba Chaddha, Ayaan Zubair Rahmani, Rahul Piske, Nakul Roshan Sahdev, Vijay Maurya, Mallika Singh, Rahil Gilani, Lucille Perrier, Srishti Shrivastava","rapper, singer, success, love, friendship, social outcast, singing, rapping, second marriage, slum, kiss, bus, headphones, f rated, husband wife relationship, friend, college, concert, bully, rap battle, jail, police, arrest, fight, driver, party, bare chested male, child labor, boyfriend girlfriend relationship, title directed by female, title spoken by character"
Badhaai Ho,8.0,"Comedy, Drama","Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Sanya Malhotra, Surekha Sikri, Sheeba Chaddha, Shardul Rana, Rahul Tewari, Arun Kalra, Alka Amin, Backagaindancer, Manoj Bakshi, Tarun Bali, Sobbie Bawa, Vivek Dagar, Ayush Gupta, Shatakshi Gupta, Anuj Gurjar","mother son relationship, embarrassment, pregnancy, poet, husband wife relationship, middle class, wedding, gossip, boyfriend girlfriend relationship, family relationships"
Darr,7.6,"Action, Drama, Romance","Juhi Chawla, Sunny Deol, Shah Rukh Khan, Anupam Kher, Tanvi Azmi, Raj Hans, Annu Kapoor, Neena Softa, Piloo J. Wadia, Vikas Anand, Dalip Tahil","obsession, stalker, holi, obsessive love, switzerland, stalking, sympathetic villain, insanity, apartment, sports fan, cricket the sport, guitarist, stutter, guitar, love, naval officer, fear, fight, woman in jeopardy, shot to death, foot chase, love triangle, stabbing, forest, boat, beating, rain, newlywed, father son relationship, rescue, car accident, stalking victim, male female relationship, telephone call, knife, singing, song, jealousy, gun, singer, blood, husband wife relationship, murder, local blockbuster"
Rustom,7.0,"Crime, Drama, Thriller","Akshay Kumar, Ileana D'Cruz, Manoj Bajpayee, Esha Gupta, Pawan Malhotra, Hiten Patel, Ranjan Raj, Sharad Kelkar, Kumud Mishra, Parmeet Sethi, Javed Khan, Ty Hurley, Sachin Khedekar, Kanwaljeet Singh, Arjan Bajwa, Brijendra Kala, Anang Desai, Amarjeet Singh","extramarital affair, naval officer, indian navy, forename as title, murder, shot to death, love, based on true story, character name as title, zoroastrianism, infidelity, cuckold"
Kapoor & Sons,7.7,"Comedy, Drama, Family","Rishi Kapoor, Rajat Kapoor, Ratna Pathak Shah, Fawad Khan, Sidharth Malhotra, Alia Bhatt, Anuradha Chandan, Vikram Kapadia, Anahita Oberoi, Aakriti Dobhal, Rupa Kamath, Pradeep Pradhan, Niti Apurva Patel, Sukant Goel, Aalekh Kapoor, Rahul Arjun Adsul, Carlos Augusto Tavares Canhisares, Elena Roxana Maria Fernandes","gay son, brother, loneliness, coming of age, coming out, kiss, death, brotherly love, brother conflict, family quarrel, grandfather grandson relationship, hill station, closeted homosexual, parent child relationship, brother brother relationship, family relationships, old man uses a wheelchair, old man uses a motoized wheelchair, old man wears eyeglasses, man wears eyeglasses, gay, ensemble, sibling rivalry, writer, author, mother, old age"
Kabir Singh,7.0,"Action, Drama, Romance","Shahid Kapoor, Kiara Advani, Nikita Dutta, Soham Majumdar, Arjan Bajwa, Suresh Oberoi, Kamini Kaushal, Adil Hussain, Amit Sharma, Anurag Arora, Dolly Minhas, Aanchal Chauhan, Suparna Marwah, Swati Seth, Anusha Sampath, Parakh Madan, Gagandeep Singh, Maneka Kurup Arora","kiss, medical school, medical student, love, remake, lust, anger, premarital sex, drinking, drugs, machismo, self destructiveness, surgery, surgeon, directorial debut, remake by original director, two word title, family relationships, independent film, character name in title"
Raazi,7.7,"Action, Drama, Thriller","Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma, Ashwath Bhatt, Jaideep Ahlawat, Soni Razdan, Arif Zakaria, Amruta Khanvilkar, Kanwaljeet Singh, Aman Vasishth, Veer Samra, Saloni, Deepak Saini, Sima Pari, Pramod Pathak, Sukesh Mishra, Dharmik Joysar","20th century, 1970s, title directed by female, timeframe 1970s, timeframe 20th century, based on true story"
Jo Jeeta Wohi Sikandar,8.2,"Comedy, Drama, Romance","Aamir Khan, Ayesha Jhulka, Deepak Tijori, Pooja Bedi, Kulbhushan Kharbanda, Mamik Singh, Kiran Zaveri, Ahmed Khan, Ravindra Kapoor, Deb Mukherjee, Aditya Lakhia, Deven Bhojani, Miki Khan, Prakash, Sooraj Thapar, Bobby Khanna, Sanam Oberoi, Shehnaz Kudia","college, cycling, competition, bicycle race, small town, teenager, coming of age, teenage love, teen angst, naivety, unspoken love, first love, sports team, domineering father, father son relationship, brother brother relationship, end of friendship, friendship, boarding school, school drama, aimlessness, remake"
Badlapur,7.4,"Action, Crime, Drama","Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam, Huma Qureshi, Neel Tyagi, Vinay Pathak, Radhika Apte, Pratima Kazmi, Divya Dutta, Kumud Mishra, Ashwini Kalsekar, Murli Sharma, Zakhir Hussain, Avishek Lama, Amir Malik, Deependra Singh, Gopal Singh, Pawan Singh","revenge, death of wife, prison, vengeance, neo noir, female private detective, self destruction, brawl, prison fight, beaten up, city in title, murder, fight, moral compass, forced sex, seduction, seductress, threatened, attack, father son relationship, reminiscing about one's past, improvised weapon, elevator, emotional breakdown, opening action scene, innocent deaths avenged, destruction, gore, sentenced to prison, friendship, bag full of money, cash in a bag, kissing scene, strong female character, forgiveness, rainfall, seeking revenge, telephone call, woman undresses, bank robbery, cancer, music video during credits, carpentry, chair, fingerprints on water glass, fingerprint, hidden money, charity worker, second chance, taking the blame, old flame, attempted strangulation, strangulation, table soccer, movie theater, scrabble, killed with a hammer, hit with a hammer, hammer, stomach cancer, bare chested male, dyed hair, burying a dead body, disposing of a dead body, body wrapped in plastic, plastic sheet, stolen car, heist gone wrong, armed robbery, dead wife, person in a sack, sack, prison hospital, prison visit, keyboard, terminal illness, climbing a wall, hit with a metal pipe, crow, dead bird, death threat, flashlight, private detective, double murder, crutch, head stomp, cell, cell phone, grief, grieving widower, grieving father, restaurant owner, restaurant, ex convict, release from prison, dinner table, police brutality, police chase, head butt, scissors, accidental death, truck driver, beating, convict, revenge killing, widower, commercial, advertising executive, life support, hospital, barrel, warehouse, pregnancy, husband wife relationship, stolen money, car chase, flat tire, pistol, semiautomatic pistol, pardon, false confession, held at gunpoint, accomplice, bag of money, safe, loss of son, policeman, morgue, little boy, carjacking, suv, robbery gone awry, dead child, rape, tied to a bed, armed robber, shot in the chest, mother son relationship, flash forward, flashback, beard, sex with prostitute, escape attempt, train station, police station, indian, asian indian, india, one word title, prostitute, actor breaking typecast, loss of wife, place name in title, death of son, death of child"
Masaan,8.1,Drama,"Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi, Vineet Kumar, Bhagwan Tiwari, Bhupesh Singh, Satya Kam Anand, Saurabh Chadhary, Mohit Abrol, Deepak Agarwal, Harsh Agarwal, Manish Agrahari, Jamal Ahmad, Ana, Aalok Bhat, Amitabh Bhattacharya, Shreedhar Dubey","blackmail, love, interrupted sex, reference to facebook, train, kiss, death, magician, bet, underwater scene, orphan boy, orphan, suicide, police officer, policeman, police, father daughter relationship, ring, interlinked stories, multiple storylines, one word title"
Namastey London,7.1,"Comedy, Drama, Romance","Akshay Kumar, Katrina Kaif, Rishi Kapoor, Clive Standen, Upen Patel, Jawed Sheikh, Tiffany Mulheron, Nina Wadia, Shaana Levy, Riteish Deshmukh, Aanchal, Baby Aditi, Master Gurjap Aulakh, Ishita Awasthi, Ayushi, Dimple Bagroy, Neelam Bakshi, Manpreet Banga","india, marriage, london england, sugarcane, stereotype, forced marriage, culture clash"
Tiger Zinda Hai,5.9,"Action, Adventure, Thriller","Salman Khan, Katrina Kaif, Paresh Rawal, Kashmira Irani, Anupriya Goenka, Anant Vidhaat Sharma, Girish Karnad, Kumud Mishra, Ryan Sturz, Sajjad Delafrooz, Orxan Besirov, Nawab Shah, Angad Bedi, Varun V. Sharma, Zachary Coffin, Paresh Pahuja, Neha Hinge, Vibhoutee Sharma","sequel, second part, three word title, wolf, snow, spy, action hero, action heroine, indian, pakistani, iraq, nurse, hostage, rescue, muslim, reference to allah, warlord, horse, gunfight, battle, behind enemy lines, rescue mission, commando, 2010s, damsel in distress, bound and gagged, timeframe 2010s, character name in title, title spoken by character"
Rock On!!,7.7,"Drama, Music","Arjun Rampal, Farhan Akhtar, Luke Kenny, Purab Kohli, Prachi Desai, Shahana Goswami, Koel Purie, Nicolette Bird, Sai Gundewar, Supreet Bedi, Vinod Bere, Randolph Correia, Lindsay D'Mello, Suzanne D'Mello, Terence D'Souza, Monica Dogra, Aditya Gaikwad, Alok Gaikwad","rock concert, character repeats someone else's dialogue, bitterness, rock band, band, two word title, melancholy, following a dream, one hit wonder, anti conformity, bohemian, finding own voice, free thinking, chance meeting, old flame, obscene finger gesture, character driven, second chance, new beginning, audio cassette, mending friendship, goa india, stage diving, crowd surfing, nostalgia, jump cut, famous score, flashback, concert, recording, recording studio, nostalgic, music business, immaturity, imaginary band, friendship, friendship gone bad, fictional band, end of friendship, contract, boyfriend girlfriend relationship, ensemble cast, cult director, cult film, song, rock music, rock musician, rock musical, nonlinear timeline, husband wife relationship, four best friends, death, christian, banker, what happened to epilogue, epilogue, punctuation in title, exclamation point in title"
Bhool Bhulaiyaa,7.4,"Comedy, Horror, Mystery","Akshay Kumar, Vidya Balan, Shiney Ahuja, Ameesha Patel, Manoj Joshi, Paresh Rawal, Rasika Joshi, Rajpal Naurang Yadav, Govardhan Asrani, Vikram Gokhale, Vineeth, Tarina Patel, Jimit Trivedi, Kaveri Jha, Hema Malini","key, mansion, superstition, supernatural power, ritual, portrait, paranoia, locked room, legend, homecoming, fear, science versus supernatural, remake, psychiatrist, possession, husband wife relationship, haunted mansion, ghost, friend, lock, rope around neck, bonfire, suitcase, woman in jeopardy, unrequited love, umbrella, trail of blood, temple, stained glass, secret marriage, priest, poison, patriarch, palace, mute, locket, knife, hit on the head, hindu priest, heartbreak, head injury, handheld camera, fright, fire, death, craziness, breaking down a door, book, blood, blood on the floor, bloody face, adopted daughter, title spoken by character"
Neerja,7.6,"Biography, Drama, Thriller","Sonam Kapoor, Shabana Azmi, Yogendra Tikku, Abrar Zahoor, Jim Sarbh, Ali Baldiwala, Vikrant Singta, Parthaa Akerkar, Madhu Anand Chandhock, Rahaao, Kirti Adarkar, Hayder Ali, Amarjit, Arjun Aneja, Yugesh Anil, Bobby Arora, Rohit Assija, Sabreen Baker","terrorist, mother daughter relationship, strong female lead, female protagonist, airplane hijack, airplane, based on true story, character name as title, tragic event, forename as title, one word title, based on real person, 20th century, terrorism, overacting, blood, timeframe 1980s, timeframe 20th century, commercial air travel, 1980s, heroine, strong female character, self sacrifice, courage, year 1986, death, stewardess"
Ae Dil Hai Mushkil,5.8,"Drama, Music, Musical","Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma, Fawad Khan, Lisa Haydon, Imran Abbas, Pooja Mehta, Cru Fox, Jamil Ahmed, Phyl Cashman, Timea Gazdag, Yohan Contractor, Byron, Yolita, Niccolo, Samara, Carl, Silas","cancer, paris france, london england, rooftop, wedding, telephone call, bollywood musical, love, reference to youtube, reference to facebook, dying, bald, marriage, lucknow india, sari, mountain, jazz, hotel room, airplane, airport, taxi, infidelity, headset, singing, dancing, cinema, breakfast, cactus, reference to amitabh bachchan, subway station, subway, kiss, flashback, club"
Lakshya,7.8,"Action, Drama, Romance","Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri, Sharad S. Kapoor, Raj Zutshi, Sushant Singh, Prashant Chianani, Shakeel Khan, Ranvir Shorey, Aarav Choudhary, Ajai Jose, Aditya Srivastav, Abir Goswami, Parmeet Sethi, Boman Irani, Kushal Punjabi, Nawab Shah","character repeats someone else's dialogue, army, military academy, mountain, basic training, terrorist, kashmir, battlefield, pakistan, falling into water, shepherd, hospital, burning truck, engagement party, flute, marching, polo, discipline, shame, crawling through mud, falling from height, dancing in front of a mirror, mirror, dancing, chess, basketball, marriage proposal, newsroom, melancholy, following a dream, shot between the eyes, obstacle course, generation gap, free thinking, conservative, domineering father, awol, chance meeting, old flame, straitjacket, flashback, ambush, signal flare, courage, against the odds, homing beacon, scale model, irresponsibility, aimlessness, nostalgia, famous score, one word title, naivety, historical fiction, bowling alley, cult film, flag, absent without leave, military officer, wounded soldier, wallet, victory, truck, television, telephone, telephone call, soldier, river, photograph, news reader, new delhi india, military parade, laziness, ladakh, indecision, helicopter, ex girlfriend, engagement ring, deadline, commanding officer, cameraman, broken engagement, breakup, army outpost, television reporter, surprise attack, spoiled brat, shelling, rock climbing, punishment, political activism, patriotism, kashmir conflict, kargil war, immaturity, humiliation, heroism, father son relationship, dumped by girlfriend, death, coming of age, career woman, breakdown, boyfriend girlfriend relationship, bowling, boredom, army training, army bunker, aim, title spoken by character"
Hindi Medium,7.8,"Comedy, Drama","Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal, Swati Das, Amrita Singh, Sumit Gulati, Angshuman Nandi, Neha Dhupia, Tillotama Shome, Rajiv Gupta, Rajesh Sharma, Sanjana Sanghi, Delzad Hiwale, Kiran Khoje, Neelu Kohli, Anurag Arora, S.K. Batra",educational
The Namesake,7.5,Drama,"Kal Penn, Irrfan Khan, Tabu, Jacinda Barrett, Zuleikha Robinson, Brooke Smith, Sahira Nair, Jagannath Guha, Ruma Guha Thakurta, Sandip Deb, Sukanya, Tanushree Shankar, Sabyasachi Chakrabarty, Tamal Ray Chowdhury, Dhruv Mookerji, Supriya Choudhury, Stuart Rudin, Heather MacRae","new york city, india, train, bengali, reference to gogol, husband wife relationship, calcutta india, arranged marriage, train crash, culture clash, namesake, name change, indian american, man wears eyeglasses, female full rear nudity, ganges river, marital infidelity, unfaithful wife, man shaves his head, woman wears a man's shoes, female singer, written and directed by female, bare chested male, implied sex, timeframe 1970s, timeframe 1980s, timeframe 1990s, title directed by female, book, taj mahal, parents, death, william wordsworth quotation, ohio, wedding night, reciting a poem, repatriation, reference to joseph campbell, extramarital affair, first date, engineer, architecture student, 1990s, 1980s, 1970s, librarian, two word title, f rated, funeral rite, mother son relationship, mother daughter relationship, death of husband, playing footsie, immigration, smoking marijuana, wedding ceremony, multiple languages, jetlag, interracial relationship, airplane, interracial romance, flashback, father son relationship, death of father, based on novel, title spoken by character"
Secret Superstar,7.8,"Drama, Music","Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan, Tirth Sharma, Kabir Sajid Shaikh, Farrukh Jaffar, Manuj Sharma, Nikita Anand, Shaan, Monali Thakur, Mona Ambegaonkar, Jasmeet Singh Bhatia, Dianne Commissariat, Patrali Chattopadhyay, Fatima Ashraf, Jasleen Singh, Nithish","f rated, teenager, teenage girl, teenage boy, 15 year old, 15 year old girl, train, guitar, playing guitar, singing, husband wife relationship, husband wife conflict, classroom, teacher, laptop computer, watching a video, watching a video on a computer, reference to facebook, reference to youtube, video, youtube video, youtube channel, burqa, title appears in writing, secret, sitting on table, ice cream, newspaper, rooftop, husband slaps wife, face slap, violence, reference to twitter, watching tv, lawyer, female lawyer, airport, airplane, telephone call, recording studio, song, grandmother, family secret, merry go round, soap bubble, selfie, ceremony, award ceremony, title spoken by character"
Ugly,7.9,"Crime, Drama, Mystery","Rahul Bhatt, Ronit Roy, Tejaswini Kolhapure, Vineet Kumar Singh, Surveen Chawla, Siddhant Kapoor, Sandesh Jadhav, Anshikaa Shrivastava, Murari Kumar, Abir Goswami, Madhavi Singh, Manoj Kolhatkar, Ajay Purkar, Girish Kulkarni, Jayant Gadekar, Prakash Ramchandani, Sameer Patil, Abhijeet Chavan","hindi, daughter, casting director, actor, police, missing girl, kidnapping, little girl, mumbai india, flashback, laptop computer, telephone call, mobile phone, listening to wiretap conversation, wiretap, wiretapping, ex husband ex wife relationship, divorced man, corruption, money, ransom, ransom demand, killed by a car, hit by a car, chase, child kidnapping, mask, iphone, stepdaughter, child custody, 10 year old, suicidal thoughts, gun, one word title"
Sonu Ke Titu Ki Sweety,7.1,"Comedy, Romance","Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh, Alok Nath, Madhumalti Kapoor, Ishita Raj, Pawan Chopra, Ayesha Raza, Deepika Amin, Rajesh Jais, Virendra Saxena, Gulsanam, Priitamm Jaiswal, Paras Kumar, Sakshi Malik, Pavitra Mattoo, Vikash Mishra, Rahul Mody",friendship
